"Monster","CR","Monster_STR","STR_Mod","Monster_DEX","DEX_Mod","Monster_CON","CON_Mod","Monster_INT","INT_Mod","Monster_WIS","WIS_Mod","Monster_CHA","CHA_Mod","Stats.1","Stats.2","Stats_3","Stats_4","Stats_5","Stats_6","Stats_7"
"Orc Hand of Yurtrus",2,12,1,11,0,16,3,11,0,14,2,9,-1,"Skills Arcana +2, Intimidation +1, Medicine +4, Religion +2","Senses darkvision 60 ft.","Languages understands Common and Orc but can't speak",NA,NA,NA,NA
"Orc Nurtured One of Yurtrus",0.5,15,2,8,-1,16,3,7,-2,11,0,7,-2,"Senses darkvision 60 ft.","Languages Common, Orc",NA,NA,NA,NA,NA
"Orc Red Fang of Shargaas",3,11,0,16,3,15,2,9,-1,11,0,9,-1,"Skills Intimidation +1, Perception +2, Stealth +5","Senses darkvision 60 ft.","Languages Common, Orc",NA,NA,NA,NA
"Orc War Chief",4,18,4,12,1,18,4,11,0,11,0,16,3,"Saving Throws Str +6, Con +6, Wis +2","Skills Intimidation +5","Senses darkvision 60 ft.","Languages Common, Orc",NA,NA,NA
"Orcus",26,27,8,14,2,25,7,20,5,20,5,25,7,"Saving Throws Dex +10, Con +15, Wis +13","Skills Arcana +12, Perception +12","Damage Resistances cold, fire, lightning","Damage Immunities necrotic, poison; bludgeoning, piercing, and slashing that is nonmagical","Condition Immunities charmed, exhaustion, frightened, poisoned","Senses truesight 120 ft.","Languages all, telepathy 120 ft."
"Oreioth",2,8,-1,13,1,14,2,16,3,9,-1,11,0,"Saving Throws Wis +1","Skills Arcana +5, Investigation +5, Medicine +1","Languages Abyssal, Common",NA,NA,NA,NA
"Oren Yogilvy",0,8,-1,13,1,12,1,11,0,10,0,16,3,"Skills Perception +2, Performance +7, Persuasion +5","Damage Resistances poison","Languages Common, Halfling",NA,NA,NA,NA
"Orog",2,18,4,12,1,18,4,12,1,11,0,12,1,"Skills Intimidation +5, Survival +2","Senses darkvision 60 ft.","Languages Common, Orc",NA,NA,NA,NA
"Otyugh",5,16,3,11,0,19,4,6,-2,13,1,6,-2,"Saving Throws Con +7","Senses darkvision 120 ft.","Languages Otyugh",NA,NA,NA,NA
"Owl",0,3,-4,13,1,8,-1,2,-4,12,1,7,-2,"Skills Perception +3, Stealth +3","Senses darkvision 120 ft.",NA,NA,NA,NA,NA
"Owlbear",3,20,5,12,1,17,3,3,-4,12,1,7,-2,"Skills Perception +3","Senses darkvision 60 ft.",NA,NA,NA,NA,NA
"Ox",0.25,18,4,10,0,14,2,2,-4,10,0,4,-3,NA,NA,NA,NA,NA,NA,NA
"Panther",0.25,14,2,15,2,10,0,3,-4,14,2,7,-2,"Skills Perception +4, Stealth +6",NA,NA,NA,NA,NA,NA
"Pegasus",2,18,4,15,2,16,3,10,0,15,2,13,1,"Saving Throws Dex +4, Wis +4, Cha +3","Skills Perception +6","Languages understands Celestial, Common, Elvish, and Sylvan but can't speak",NA,NA,NA,NA
"Pentadrone",2,15,2,14,2,12,1,10,0,10,0,13,1,"Skills Perception +4","Senses truesight 120 ft.","Languages Modron",NA,NA,NA,NA
"Peryton",2,16,3,12,1,13,1,9,-1,12,1,10,0,"Skills Perception +5","Damage Resistances bludgeoning, piercing, and slashing from nonmagical weapons","Languages understands Common and Elvish but can't speak",NA,NA,NA,NA
"Phantom Warrior",1,16,3,11,0,16,3,8,-1,10,0,15,2,"Skills Perception +2, Stealth +4","Damage Resistances bludgeoning, piercing, and slashing from nonmagical attacks","Damage Immunities cold, necrotic, poison","Condition Immunities charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","Senses darkvision 60 ft.","Languages any languages it knew in life",NA
"Pharblex Spattergoo",3,15,2,12,1,18,4,11,0,16,3,7,-2,"Saving Throws Str +4, Con +6","Skills Perception +5, Religion +2, Stealth +3","Languages Common, Bullywug",NA,NA,NA,NA
"Phase Spider",3,15,2,15,2,12,1,6,-2,10,0,6,-2,"Skills Stealth +6","Senses darkvision 60 ft.",NA,NA,NA,NA,NA
"Pidlwick II",0.25,10,0,14,2,11,0,8,-1,13,1,10,0,"Skills Performance +3","Damage Immunities poison","Condition Immunities paralyzed, petrified, poisoned","Languages understands Common but doesn't speak and can't read or write",NA,NA,NA
"Piercer",0.5,10,0,13,1,16,3,1,-5,7,-2,3,-4,"Skills Stealth +5","Senses blindsight 30 ft., darkvision 60 ft.",NA,NA,NA,NA,NA
"Pit Fiend",20,26,8,14,2,24,7,22,6,18,4,24,7,"Saving Throws Dex +8, Con +13, Wis +10","Damage Resistances cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","Damage Immunities fire, poison","Condition Immunities poisoned","Senses truesight 120 ft.","Languages Infernal, telepathy 120 ft.",NA
"Pixie",0.25,2,-4,20,5,8,-1,10,0,14,2,15,2,"Skills Perception +4, Stealth +7","Languages Sylvan",NA,NA,NA,NA,NA
"Planetar",16,24,7,20,5,24,7,19,4,22,6,25,7,"Saving Throws Con +12, Wis +11, Cha +12","Skills Perception +11","Damage Resistances radiant, bludgeoning, piercing, and slashing from nonmagical weapons","Condition Immunities charmed, exhaustion, frightened","Senses truesight 120 ft.","Languages all, telepathy 120 ft.",NA
"Plesiosaurus",2,18,4,15,2,16,3,2,-4,12,1,5,-3,"Skills Perception +3, Stealth +4",NA,NA,NA,NA,NA,NA
"Poisonous Snake",0.125,2,-4,16,3,11,0,1,-5,10,0,3,-4,"Senses blindsight 10 ft.",NA,NA,NA,NA,NA,NA
"Polar Bear",2,20,5,10,0,16,3,2,-4,13,1,7,-2,"Skills Perception +3",NA,NA,NA,NA,NA,NA
"Poltergeist",2,1,-5,14,2,11,0,10,0,10,0,11,0,"Damage Resistances acid, cold, fire, lightning, thunder, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities necrotic, poison","Condition Immunities charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","Senses darkvision 60 ft.","Languages understands all languages it knew in life but can't speak",NA,NA
"Pony",0.125,15,2,10,0,13,1,2,-4,11,0,7,-2,NA,NA,NA,NA,NA,NA,NA
"Priest",2,10,0,10,0,12,1,13,1,16,3,13,1,"Skills Medicine +7, Persuasion +3, Religion +4","Languages any two languages",NA,NA,NA,NA,NA
"Pseudodragon",0.25,6,-2,15,2,13,1,10,0,12,1,10,0,"Skills Perception +3, Stealth +4","Senses blindsight 10 ft., darkvision 60 ft.","Languages understands Common and Draconic but can't speak",NA,NA,NA,NA
"Pteranodon",0.25,12,1,15,2,10,0,2,-4,9,-1,5,-3,"Skills Perception +1",NA,NA,NA,NA,NA,NA
"Purple Worm",15,28,9,7,-2,22,6,1,-5,8,-1,4,-3,"Saving Throws Con +11, Wis +4","Senses blindsight 30 ft., tremorsense 60 ft.",NA,NA,NA,NA,NA
"Purple Wormling",2,16,3,7,-2,16,3,1,-5,6,-2,2,-4,"Senses blindsight 30 ft., tremorsense 30 ft.",NA,NA,NA,NA,NA,NA
"Quadrone",1,12,1,14,2,12,1,10,0,10,0,11,0,"Skills Perception +2","Senses truesight 120 ft.","Languages Modron",NA,NA,NA,NA
"Quaggoth",2,17,3,12,1,16,3,6,-2,12,1,7,-2,"Skills Athletics +5","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 120 ft.","Languages Undercommon",NA,NA
"Quaggoth Spore Servant",1,17,3,12,1,16,3,2,-4,6,-2,1,-5,"Damage Immunities poison","Condition Immunities blinded, charmed, frightened, paralyzed, poisoned","Senses blindsight 30 ft. (blind beyond this radius)",NA,NA,NA,NA
"Quaggoth Thonot",3,17,3,12,1,16,3,6,-2,12,1,7,-2,"Skills Athletics +5","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 120 ft.","Languages Undercommon",NA,NA
"Quasit",1,5,-3,17,3,10,0,7,-2,10,0,10,0,"Skills Stealth +5","Damage Resistances cold; fire; lightning; bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 120 ft.","Languages Abyssal, Common",NA
"Quetzalcoatlus",2,15,2,13,1,13,1,2,-4,10,0,5,-3,"Skills Perception +2",NA,NA,NA,NA,NA,NA
"Quickling",1,4,-3,23,6,13,1,10,0,12,1,7,-2,"Skills Acrobatics +8, Perception +5, Sleight of Hand +8, Stealth +8","Senses darkvision 60 ft.","Languages Common, Sylvan",NA,NA,NA,NA
"Quipper",0,2,-4,16,3,9,-1,1,-5,7,-2,2,-4,"Senses darkvision 60 ft.",NA,NA,NA,NA,NA,NA
"Rahadin",10,14,2,22,6,17,3,15,2,16,3,18,4,"Saving Throws Con +7, Wis +7","Skills Deception +8, Insight +7, Intimidation +12, Perception +11, Stealth +14","Senses darkvision 60 ft.","Languages Common, Elvish",NA,NA,NA
"Rakshasa",13,14,2,17,3,18,4,13,1,16,3,20,5,"Skills Deception +10, Insight +8","Damage Vulnerabilities piercing from magic weapons wielded by good creatures","Damage Immunities bludgeoning, piercing, and slashing from nonmagical weapons","Senses darkvision 60 ft.","Languages Common, Infernal",NA,NA
"Rat",0,2,-4,11,0,9,-1,2,-4,10,0,4,-3,"Senses darkvision 30 ft.",NA,NA,NA,NA,NA,NA
"Rath Modar",6,11,0,16,3,14,2,18,4,14,2,10,0,"Saving Throws Int +7, Wis +5","Skills Arcana +7, Deception +3, Insight +5, Stealth +6","Languages Common, Draconic, Infernal, Primordial, Thayan",NA,NA,"Reactions",NA
"Raven",0,2,-4,14,2,8,-1,2,-4,12,1,6,-2,"Skills Perception +3",NA,NA,NA,NA,NA,NA
"Razerblast",5,16,3,11,0,16,3,9,-1,10,0,13,1,"Skills Intimidation +4, Perception +3","Damage Immunities fire","Languages Common, Ignan",NA,NA,NA,NA
"Red Dragon Wyrmling",4,19,4,10,0,17,3,12,1,11,0,15,2,"Saving Throws Dex +2, Con +5, Wis +2, Cha +4","Skills Perception +4, Stealth +2","Damage Immunities fire","Senses blindsight 10 ft., darkvision 60 ft.","Languages Draconic",NA,NA
"Red Guard Drake",2,16,3,11,0,16,3,4,-3,10,0,7,-2,"Skills Perception +2","Damage Resistances fire","Senses darkvision 60 ft.","Languages understands Draconic but can't speak it",NA,NA,NA
"Red Slaad",5,16,3,12,1,16,3,6,-2,6,-2,7,-2,"Skills Perception +1","Damage Resistances acid, cold, fire, lightning, thunder","Senses darkvision 60 ft.","Languages Slaad, telepathy 60 ft.",NA,NA,NA
"Redbrand Ruffian",0.5,11,0,14,2,12,1,9,-1,9,-1,11,0,"Skills Intimidation +2","Languages Common",NA,NA,NA,NA,NA
"Redcap",3,18,4,13,1,18,4,10,0,12,1,9,-1,"Skills Athletics +6, Perception +3","Senses darkvision 60 ft.","Languages Common, Sylvan",NA,NA,NA,NA
"Reef Shark",0.5,14,2,13,1,13,1,1,-5,10,0,4,-3,"Skills Perception +2","Senses blindsight 30 ft.",NA,NA,NA,NA,NA
"Remorhaz",11,24,7,13,1,21,5,4,-3,10,0,5,-3,"Damage Immunities cold, fire","Senses darkvision 60 ft., tremorsense 60 ft.",NA,NA,NA,NA,NA
"Revenant",5,18,4,14,2,18,4,13,1,16,3,18,4,"Saving Throws Str +7, Con +7, Wis +6, Cha +7","Damage Resistances necrotic, psychic","Damage Immunities poison","Condition Immunities charmed, exhaustion, frightened, paralyzed, poisoned, stunned","Senses darkvision 60 ft.","Languages the languages it knew in life",NA
"Rezmir",7,18,4,16,3,16,3,15,2,12,1,14,2,"Saving Throws Dex +6, Wis +4","Skills Arcana +5, Stealth +9","Damage Immunities acid","Condition Immunities charmed, frightened","Senses blindsight 10 ft., darkvision 120 ft.","Languages Common, Draconic, Infernal, Giant, Netherese",NA
"Rhinoceros",2,21,5,8,-1,15,2,2,-4,12,1,6,-2,NA,NA,NA,NA,NA,NA,NA
"Rictavio",5,9,-1,12,1,13,1,16,3,18,4,16,3,"Saving Throws Con +4, Wis +7","Skills Arcana +9, Insight +7, Medicine +7, Perception +7, Religion +6, Sleight of Hand +4","Languages Abyssal, Common, Elvish, Infernal",NA,NA,NA,NA
"Riding Horse",0.25,16,3,10,0,12,1,2,-4,11,0,7,-2,NA,NA,NA,NA,NA,NA,NA
"Roc",11,28,9,10,0,20,5,3,-4,10,0,9,-1,"Saving Throws Dex +4, Con +9, Wis +4, Cha +3","Skills Perception +4",NA,NA,NA,NA,NA
"Roper",5,18,4,8,-1,17,3,7,-2,16,3,6,-2,"Skills Perception +6, Stealth +5","Senses darkvision 60 ft.",NA,NA,NA,NA,NA
"Rothe",0.25,18,4,10,0,14,2,2,-4,10,0,4,-3,"Senses darkvision 30 ft.",NA,NA,NA,NA,NA,NA
"Rug of Smothering",2,17,3,14,2,10,0,1,-5,3,-4,1,-5,"Damage Immunities poison, psychic","Condition Immunities blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","Senses blindsight 60 ft. (blind beyond this radius)",NA,NA,NA,NA
"Rust Monster",0.5,13,1,12,1,13,1,2,-4,13,1,6,-2,"Senses darkvision 60 ft.",NA,NA,NA,NA,NA,NA
"Saber-Toothed Tiger",2,18,4,14,2,15,2,3,-4,12,1,8,-1,"Skills Perception +3, Stealth +6",NA,NA,NA,NA,NA,NA
"Sacred Stone Monk",0.5,13,1,15,2,12,1,10,0,14,2,9,-1,"Skills Acrobatics +4, Athletics +3, Perception +4","Senses tremorsense 10 ft.","Languages Common",NA,NA,"Reactions",NA
"Sahuagin",0.5,13,1,11,0,12,1,12,1,13,1,9,-1,"Skills Perception +5","Senses darkvision 120 ft.","Languages Sahuagin",NA,NA,NA,NA
"Sahuagin Baron",5,19,4,15,2,16,3,14,2,13,1,17,3,"Saving Throws Dex +5, Con +6, Int +5, Wis +4","Skills Perception +7","Senses darkvision 120 ft.","Languages Sahuagin",NA,NA,NA
"Sahuagin Priestess",2,13,1,11,0,12,1,12,1,14,2,13,1,"Skills Perception +6, Religion +3","Senses darkvision 120 ft.","Languages Sahuagin",NA,NA,NA,NA
"Salamander",5,18,4,14,2,15,2,11,0,10,0,12,1,"Damage Vulnerabilities cold","Damage Resistances bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities fire","Senses darkvision 60 ft.","Languages Ignan",NA,NA
"Satyr",0.5,12,1,16,3,11,0,12,1,10,0,14,2,"Skills Perception +2, Performance +6, Stealth +5","Languages Common, Elvish, Sylvan",NA,NA,NA,NA,NA
"Scarecrow",1,11,0,13,1,11,0,10,0,10,0,13,1,"Damage Vulnerabilities fire","Damage Resistances bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities poison","Condition Immunities charmed, exhaustion, frightened, paralyzed, poisoned, unconscious","Senses darkvision 60 ft.","Languages understands the languages of its creator but can't speak",NA
"Scorpion",0,2,-4,11,0,8,-1,1,-5,8,-1,2,-4,"Senses blindsight 10 ft.",NA,NA,NA,NA,NA,NA
"Scout",0.5,11,0,14,2,12,1,11,0,13,1,11,0,"Skills Nature +4, Perception +5, Stealth +6, Survival +5","Languages any one language (usually Common)",NA,NA,NA,NA,NA
"Sea Hag",2,16,3,13,1,16,3,12,1,12,1,13,1,"Senses darkvision 60 ft.","Languages Aquan, Common, Giant",NA,NA,NA,NA,NA
"Sea Horse",0,1,-5,12,1,8,-1,1,-5,10,0,2,-4,NA,NA,NA,NA,NA,NA,NA
"Sea Lion",5,17,3,15,2,15,2,3,-4,12,1,8,-1,"Skills Perception +4, Stealth +5",NA,NA,NA,NA,NA,NA
"Sea Spawn",1,15,2,8,-1,15,2,6,-2,10,0,8,-1,"Senses darkvision 120 ft.","Languages understands Aquan and Common but can't speak",NA,NA,NA,NA,NA
"Severin",11,10,0,13,1,16,3,17,3,12,1,20,5,"Saving Throws Dex +5, Wis +5","Skills Arcana +7, Religion +7","Damage Resistances While wearing the mask of the Dragon Queen: acid, cold, lightning, poison; bludgeoning, piercing, and slashing damage from nonmagical weapons","Damage Immunities While wearing the mask of the Dragon Queen: fire","Condition Immunities While wearing the mask of the Dragon Queen: charmed, frightened, poisoned","Senses While wearing the Mask of the Dragon Queen: darkvision 60 ft.","Languages Common, Draconic, Infernal"
"Shadow",0.5,6,-2,14,2,13,1,6,-2,10,0,8,-1,"Skills Stealth +4","Damage Vulnerabilities radiant","Damage Resistances acid, cold, fire, lightning, thunder, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities necrotic, poison","Condition Immunities exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","Senses darkvision 60 ft.",NA
"Shadow Demon",4,1,-5,17,3,12,1,14,2,13,1,14,2,"Saving Throws Dex +5, Cha +4","Skills Stealth +7","Damage Vulnerabilities radiant","Damage Resistances acid, fire, necrotic, thunder, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities cold, lightning, poison","Condition Immunities exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained","Senses darkvision 120 ft."
"Shadow Mastiff",2,16,3,14,2,13,1,5,-3,12,1,5,-3,"Skills Perception +3, Stealth +6","Damage Resistances bludgeoning, piercing, and slashing from nonmagical attacks while in dim light or darkness","Senses darkvision 60 ft.",NA,NA,NA,NA
"Shalvus Martholio",0,10,0,15,2,10,0,12,1,14,2,14,2,"Skills Deception +4, Insight +4, Investigation +3, Perception +4, Sleight of Hand +4, Stealth +4","Languages Common, Elvish",NA,NA,NA,NA,NA
"Shambling Mound",5,18,4,8,-1,16,3,5,-3,10,0,5,-3,"Skills Stealth +2","Damage Resistances cold, fire","Damage Immunities lightning","Condition Immunities blinded, deafened, exhaustion","Senses blindsight 60 ft. (blind beyond this radius)",NA,NA
"Sharwyn Hucrele",0.5,11,0,13,1,14,2,16,3,14,2,9,-1,"Skills Arcana +5, Insight +4, Persuasion + 1","Languages Common, Draconic, Goblin",NA,NA,NA,NA,NA
"Shield Guardian",7,18,4,8,-1,18,4,7,-2,10,0,3,-4,"Damage Immunities poison","Condition Immunities charmed, exhaustion, frightened, paralyzed, poisoned","Senses blindsight 10 ft., darkvision 60 ft.","Languages understands commands given in any language but can't speak",NA,NA,"Reactions"
"Shoalar Quanderil",4,11,0,12,1,16,3,14,2,10,0,17,3,"Skills Arcana +4, Deception +5, Insight +2, Persuasion +5","Damage Resistances acid","Languages Aquan, Common",NA,NA,NA,NA
"Shoosuva",8,18,4,13,1,17,3,7,-2,14,2,9,-1,"Saving Throws Dex +4, Con +6, Wis +5","Damage Resistances cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","Damage Immunities poison","Condition Immunities charmed, frightened, poisoned","Senses darkvision 60 ft.","Languages Abyssal, Gnoll, telepathy 120 ft.",NA
"Shrieker",0,1,-5,1,-5,10,0,1,-5,3,-4,1,-5,"Condition Immunities blinded, deafened, frightened","Senses blindsight 30 ft. (blind beyond this radius)",NA,NA,NA,NA,NA
"Sildar Hallwinter",1,13,1,10,0,12,1,10,0,11,0,10,0,"Saving Throws Str +3, Con +3","Skills Perception +2","Languages Common",NA,NA,"Reactions",NA
"Silver Dragon Wyrmling",2,19,4,10,0,17,3,12,1,11,0,15,2,"Saving Throws Dex +2, Con +5, Wis +2, Cha +4","Skills Perception +4, Stealth +2","Damage Immunities cold","Senses blindsight 10 ft., darkvision 60 ft.","Languages Draconic",NA,NA
"Sir Baric Nylef",0,18,4,11,0,14,2,11,0,15,2,15,2,"Skills Insight +4, Investigation +2, Medicine +4, Survival +4","Languages Common",NA,NA,NA,NA,NA
"Sir Braford",0.5,16,3,9,-1,14,2,10,0,13,1,14,2,"Skills Athletics +S, Perception +3","Languages Common",NA,NA,"Reactions",NA,NA
"Sirac of Suzail",0,14,2,17,3,11,0,12,1,13,1,16,3,"Skills Athletics +4, Insight +3, Survival +3","Languages Common, Orc",NA,NA,"Reactions",NA,NA
"Siren",3,10,0,18,4,12,1,13,1,14,2,16,3,"Skills Medicine +4, Nature +3, Stealth +6, Survival +4","Senses darkvision 60 ft.","Languages Common, Elvish, Sylvan",NA,NA,NA,NA
"Skeleton",0.25,10,0,14,2,15,2,6,-2,8,-1,5,-3,"Damage Vulnerabilities bludgeoning","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages understands all languages it spoke in life but can't speak",NA,NA,NA
"Skyweaver",3,8,-1,14,2,12,1,11,0,10,0,16,3,"Skills Deception +5, Persuasion +5","Languages Auran, Common",NA,NA,NA,NA,NA
"Slaad Tadpole",0.125,7,-2,15,2,10,0,3,-4,5,-3,3,-4,"Skills Stealth +4","Damage Resistances acid, cold, fire, lightning, thunder","Senses darkvision 60 ft.","Languages understands Slaad but can't speak",NA,NA,NA
"Slithering Tracker",3,16,3,19,4,15,2,10,0,14,2,11,0,"Skills Stealth +8","Damage Vulnerabilities cold, fire","Damage Resistances bludgeoning, piercing, and slashing from nonmagical attacks","Condition Immunities blinded, deafened, exhaustion, grappled, paralyzed, petrified, prone, restrained, unconscious","Senses blindsight 120 ft.","Languages understands languages it knew in its previous form but can't speak",NA
"Smoke Mephit",0.25,6,-2,14,2,12,1,10,0,10,0,11,0,"Skills Perception +2, Stealth +4","Damage Immunities fire, poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages Auran, Ignan",NA,NA
"Solar",21,26,8,22,6,26,8,25,7,25,7,30,10,"Saving Throws Int +14, Wis +14, Cha +17","Skills Perception +14","Damage Resistances radiant, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities necrotic, poison","Condition Immunities charmed, exhaustion, frightened, poisoned","Senses truesight 120 ft.","Languages all, telepathy 120 ft."
"Spawn of Kyuss",5,16,3,11,0,18,4,5,-3,7,-2,3,-4,"Saving Throws Wis +1","Damage Immunities poison","Condition Immunities exhaustion, poisoned","Senses darkvision 60 ft.","Languages understands the languages it knew in life but can't speak",NA,NA
"Spectator",3,8,-1,14,2,14,2,13,1,14,2,11,0,"Skills Perception +6","Condition Immunities prone","Senses darkvision 120 ft.","Languages Deep Speech, Undercommon, telepathy 120 ft.",NA,NA,"Reactions"
"Specter",1,1,-5,14,2,11,0,10,0,10,0,11,0,"Damage Resistances acid, cold, fire, lightning, thunder, bludgeoning, piercing, and slashing from nonmagical weapons","Damage Immunities necrotic, poison","Condition Immunities charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","Senses darkvision 60 ft.","Languages understands all languages it knew in life but can't speak",NA,NA
"Spider",0,2,-4,14,2,8,-1,1,-5,10,0,2,-4,"Skills Stealth +4","Senses darkvision 30 ft.",NA,NA,NA,NA,NA
"Spined Devil",2,10,0,15,2,12,1,11,0,14,2,8,-1,"Damage Resistances cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","Damage Immunities fire, poison","Condition Immunities poisoned","Senses darkvision 120 ft.","Languages Infernal, telepathy 120 ft.",NA,NA
"Spirit Naga",8,18,4,17,3,14,2,16,3,15,2,16,3,"Saving Throws Dex +6, Con +5, Wis +5, Cha +6","Damage Immunities poison","Condition Immunities charmed, poisoned","Senses darkvision 60 ft.","Languages Abyssal, Common",NA,NA
"Sprite",0.25,3,-4,18,4,10,0,14,2,13,1,11,0,"Skills Perception +3, Stealth +8","Languages Common, Elvish, Sylvan",NA,NA,NA,NA,NA
"Spy",1,10,0,15,2,10,0,12,1,14,2,16,3,"Skills Deception +5, Insight +4, Investigation +5, Perception +6, Persuasion +5, Sleight of Hand +4, Stealth +4","Languages any two languages",NA,NA,NA,NA,NA
"Steam Mephit",0.25,5,-3,11,0,10,0,11,0,10,0,12,1,"Damage Immunities fire, poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages Aquan, Ignan",NA,NA,NA
"Stegosaurus",4,20,5,9,-1,17,3,2,-4,11,0,5,-3,NA,NA,NA,NA,NA,NA,NA
"Stench Kow",0.25,18,4,10,0,14,2,2,-4,10,0,4,-3,"Damage Resistances cold, fire, poison","Senses darkvision 60 ft.",NA,NA,NA,NA,NA
"Stirge",0.125,4,-3,16,3,11,0,2,-4,8,-1,6,-2,"Senses darkvision 60 ft.",NA,NA,NA,NA,NA,NA
"Stone Giant",7,23,6,15,2,20,5,10,0,12,1,9,-1,"Saving Throws Dex +5, Con +8, Wis +4","Skills Athletics +12, Perception +4","Senses darkvision 60 ft.","Languages Giant",NA,NA,"Reactions"
"Stone Giant Dreamwalker",10,23,6,14,2,21,5,10,0,8,-1,12,1,"Saving Throws Dex +6, Con +9, Wis +3","Skills Athletics +14, Perception +3","Condition Immunities charmed, frightened","Senses darkvision 60 ft.","Languages Common, Giant",NA,NA
"Stone Golem",10,22,6,9,-1,20,5,3,-4,11,0,1,-5,"Damage Immunities poison, psychic, bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","Condition Immunities charmed, exhaustion, frightened, paralyzed, petrified, poisoned","Senses darkvision 120 ft.","Languages understands the languages of its creator but can't speak",NA,NA,NA
"Stonemelder",4,15,2,10,0,16,3,12,1,11,0,17,3,"Skills Intimidation +5, Perception +2","Senses tremorsense 30 ft.","Languages Common, Terran",NA,NA,NA,NA
"Storm Giant",13,29,9,14,2,20,5,16,3,18,4,18,4,"Saving Throws Str +14, Con +10, Wis +9, Cha +9","Skills Arcana +8, Athletics +14, History +8, Perception +9","Damage Resistances cold","Damage Immunities lightning, thunder","Languages Common, Giant",NA,NA
"Storm Giant Quintessent",16,29,9,14,2,20,5,17,3,30,10,19,4,"Saving Throws Str +14, Con +10, Wis +10, Cha +9","Skills Arcana +8, History +8, Perception +10","Damage Resistances cold; bludgeoning, piercing, and slashing from nonmagical attacks","Damage Immunities lightning, thunder","Senses truesight 60 ft.","Languages Common, Giant",NA
"Strahd's Animated Armor",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strahd von Zarovich",15,18,4,18,4,18,4,20,5,15,2,18,4,"Saving Throws Dex +9, Wis +7, Cha +9","Skills Arcana +15, Perception +12, Religion +10, Stealth +14","Damage Resistances necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","Senses darkvision 120 ft.","Languages Abyssal, Common, Draconic, Elvish, Giant, Infernal",NA,"While in bat or wolf form, Strahd can't speak. In bat form, his walking speed is 5 feet, and he has a flying speed of 30 feet. In wolf form, his walking speed is 40 feet. His statistics, other than his size and speed, are unchanged. Anything he is wearing transforms with him, but nothing he is carrying does. He reverts to his true form if he dies."
"Strahd Zombie",1,13,1,6,-2,16,3,3,-4,6,-2,5,-3,"Saving Throws Wis +0","Damage Immunities poison","Condition Immunities poisoned","Senses darkvision 60 ft.","Languages understands the languages it knew in life but can't speak",NA,"If the zombie is reduced to 0 hit points, all parts of it die. Until then, a severed part acts on the zombie's initiative and has its own action and movement. A severed part has AC 8. Any damage it takes is subtracted from the zombie's hit points."
"Succubus/Incubus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swarm of Bats",0.25,5,-3,15,2,10,0,2,-4,12,1,4,-3,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Senses blindsight 60 ft.",NA,NA,NA,NA
"Swarm of Beetles",0.5,3,-4,13,1,10,0,1,-5,7,-2,1,-5,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Senses blindsight 10 ft.",NA,NA,NA,NA
"Swarm of Centipedes",0.5,3,-4,13,1,10,0,1,-5,7,-2,1,-5,"Damage Resistances bludgeoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Senses blindsight 10 ft.",NA,NA,NA,NA
"Swarm of Cranium Rats",5,9,-1,14,2,10,0,15,2,11,0,14,2,"Damage Resistances bludgenoning, piercing, slashing","Condition Immunities charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","Senses darkvision 30 ft.","Languages telepathy 30 ft.",NA,NA,NA
